"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","DEP","Deprivation","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",9.5,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.9,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.9,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.8,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.8,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.2,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.2,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.1,,
"AUS","Australia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1,,
"SVK","Slovak Republic","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",95.6,,
"ITA","Italy","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",88.1,,
"LVA","Latvia","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",95.2,,
"SVN","Slovenia","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",93.5,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",2.1,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",1.9,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.6,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.2,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.4,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",2,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.8,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.6,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.7,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.3,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.3,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.1,,
"FIN","Finland","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.7,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",3.8,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3.4,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.9,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.1,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3.5,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",4.1,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4.3,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.7,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",6.9,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",7.8,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",6.8,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",6.6,,
"ITA","Italy","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",6.3,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",4.5,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",2.4,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.6,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.9,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.5,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.8,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.8,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.8,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.8,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.7,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.5,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",4,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",3.3,,
"LVA","Latvia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.1,,
